Ano,Variacao do PIB
2001,1.38989640445801
2002,3.05346185683617
2003,1.14
2004,5.76
2005,3.2
2006,3.96198870899485
2007,6.06987060733152
2008,5.09419544811993
2009,-0.125812002991623
2010,7.52822581812163
2011,3.97442307944702
2012,1.92117598509454
2013,3.00482267028886
2014,0.50395574027327
2015,-3.77
